Text filter;Country;Place;Date;Retweet count;Reply count;Favorites;Timestamp
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:31;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:31;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:31;906;165;349;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:31;78;27;73;No
Xavier Hervas;Ecuador;Guayas;01/01/2021 14:31;96;30;79;No
Guillermo Lasso;Ecuador;Morona Santiago;01/01/2021 14:31;3;14;48;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:31;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:31;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:31;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:31;957;173;366;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:31;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:31;9507;1598;3216;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:31;9306;1565;3149;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:31;951;172;364;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:31;93;29;78;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 14:31;1044;188;395;No
Andrés Arauz;Ecuador;Loja;01/01/2021 14:32;9306;1565;3149;No
Andrés Arauz;Ecuador;Loja;01/01/2021 14:32;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:32;90;29;77;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:32;0;14;47;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:32;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:32;4962;841;1701;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:32;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:32;99;30;80;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 14:32;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:32;90;29;77;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:32;84;28;75;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:32;957;173;366;No
Andrés Arauz;Ecuador;Cañar;01/01/2021 14:32;90;29;77;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:32;9;15;50;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:33;933;169;358;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:33;96;30;79;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:33;90;29;77;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:33;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:33;90;29;77;No
Andrés Arauz;Ecuador;Loja;01/01/2021 14:33;9306;1565;3149;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:33;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:33;957;173;366;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:33;90;29;77;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:33;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:33;9;15;50;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:33;906;165;349;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:33;9555;1606;3232;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 14:33;537;103;226;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:34;33;19;58;No
Guillermo Lasso;Ecuador;Cañar;01/01/2021 14:34;906;165;349;No
Guillermo Lasso;Ecuador;El Oro;01/01/2021 14:34;930;169;357;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:34;96;30;79;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:34;0;14;47;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:34;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:34;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:34;9060;1524;3067;No
Andrés Arauz;Ecuador;El Oro;01/01/2021 14:34;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:34;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:34;87;28;76;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:34;4206;715;1449;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:34;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:34;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:34;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:34;0;14;47;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:34;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:34;84;28;75;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:35;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:35;3;14;48;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:35;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:35;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:35;90;29;77;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:35;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:35;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:35;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:35;93;29;78;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:35;9510;1599;3217;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:35;906;165;349;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:35;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:35;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:36;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:36;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:36;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:36;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:36;957;173;366;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:36;3705;631;1282;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:36;495;96;212;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:36;795;146;312;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:36;10062;1691;3401;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:36;954;173;365;No
Lucio Guitérrez;Ecuador;Loja;01/01/2021 14:36;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:36;24;18;55;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:36;495;96;212;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:36;957;173;366;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 14:36;99;30;80;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:37;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:37;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:37;3360;574;1167;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:37;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:37;951;172;364;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:37;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:37;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:37;93;29;78;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:37;930;169;357;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:37;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:37;642;121;261;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:37;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:37;9507;1598;3216;No
Guillermo Lasso;Ecuador;Tungurahua;01/01/2021 14:37;933;169;358;Yes
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:37;9;15;50;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:37;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:38;93;29;78;No
Yaku Pérez;Ecuador;Pastaza;01/01/2021 14:38;87;28;76;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:38;957;173;366;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:38;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:38;9555;1606;3232;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:38;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:38;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:38;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:38;9507;1598;3216;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:38;933;169;358;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:38;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:38;51;22;64;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:38;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:38;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:38;24;18;55;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:38;3558;607;1233;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:38;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:39;495;96;212;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:39;540;104;227;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:39;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:39;9555;1606;3232;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:39;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:39;342;71;161;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:39;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:39;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:39;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:39;99;30;80;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:39;954;173;365;No
Yaku Pérez;Ecuador;Tungurahua;01/01/2021 14:39;24;18;55;No
Xavier Hervas;Ecuador;El Oro;01/01/2021 14:39;9306;1565;3149;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 14:39;9060;1524;3067;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:39;933;169;358;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:39;9555;1606;3232;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:40;957;173;366;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:40;864;158;335;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;2262;391;801;Yes
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:40;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:40;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:40;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:40;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;96;30;79;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:40;954;173;365;No
Guillermo Lasso;Ecuador;Cotopaxi;01/01/2021 14:40;6;15;49;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:40;90;29;77;Yes
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:40;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;933;169;358;No
Guillermo Lasso;Ecuador;Manabí;01/01/2021 14:40;9;15;50;Yes
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:40;90;29;77;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:41;99;30;80;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:41;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:41;9306;1565;3149;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:41;933;169;358;No
Lucio Guitérrez;Ecuador;Guayas;01/01/2021 14:41;87;28;76;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:41;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:41;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:41;10062;1691;3401;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:41;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:41;906;165;349;No
Lucio Guitérrez;Ecuador;Pichincha;01/01/2021 14:41;90;29;77;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:42;540;104;227;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:42;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:42;495;96;212;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:42;9060;1524;3067;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:42;957;173;366;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:42;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:42;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:42;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:43;345;71;162;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:43;690;129;277;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 14:43;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:43;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:43;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:43;93;29;78;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:43;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:43;9555;1606;3232;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:43;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:43;93;29;78;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:43;96;30;79;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:43;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:44;957;173;366;Yes
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:44;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:44;9060;1524;3067;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:44;906;165;349;No
Yaku Pérez;Ecuador;Cañar;01/01/2021 14:45;90;29;77;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:45;66;25;69;No
Yaku Pérez;Ecuador;Tungurahua;01/01/2021 14:45;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:45;93;29;78;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 14:45;873;159;338;No
Guillermo Lasso;Ecuador;El Oro;01/01/2021 14:45;24;18;55;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:45;954;173;365;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:45;90;29;77;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:45;9306;1565;3149;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:45;90;29;77;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:45;99;30;80;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 14:46;9555;1606;3232;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:46;54;23;65;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:46;24;18;55;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:46;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:46;225;51;122;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:46;96;30;79;No
Guillermo Lasso;Ecuador;Santo Domingo de los Tsáchilas;01/01/2021 14:46;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:46;9555;1606;3232;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:46;957;173;366;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 14:47;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:47;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:47;957;173;366;No
Xavier Hervas;Ecuador;Guayas;01/01/2021 14:47;9057;1523;3066;Yes
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:47;33;19;58;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:47;951;172;364;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:47;540;104;227;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:47;951;172;364;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:47;96;30;79;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:48;957;173;366;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:48;957;173;366;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:48;96;30;79;No
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:48;84;28;75;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:48;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:48;10059;1690;3400;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:48;24;18;55;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:48;9555;1606;3232;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:48;237;53;126;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:48;2259;390;800;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:48;90;29;77;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:49;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:49;96;30;79;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:49;90;29;77;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:49;954;173;365;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 14:49;933;169;358;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:49;96;30;79;No
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:50;954;173;365;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:50;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:50;9;15;50;No
Guillermo Lasso;Ecuador;Cañar;01/01/2021 14:50;8511;1432;2884;No
Xavier Hervas;Ecuador;Pastaza;01/01/2021 14:50;543;104;228;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:50;2259;390;800;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:51;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:51;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:51;84;28;75;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:51;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:51;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:51;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:51;933;169;358;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:51;9;15;50;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:51;93;29;78;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:51;9;15;50;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:51;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:52;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:52;99;30;80;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:52;4905;831;1682;No
Lucio Guitérrez;Ecuador;Pichincha;01/01/2021 14:52;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:52;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:53;96;30;79;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:53;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:53;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:53;99;30;80;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:53;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:53;933;169;358;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:53;957;173;366;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:53;345;71;162;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:53;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:53;9555;1606;3232;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:53;228;52;123;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:53;375;76;172;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:53;9555;1606;3232;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:53;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:54;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:54;906;165;349;No
Lucio Guitérrez;Ecuador;Azuay;01/01/2021 14:54;957;173;366;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:54;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:54;930;169;357;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:54;954;173;365;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:54;24;18;55;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:54;99;30;80;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 14:55;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:55;954;173;365;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:55;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:55;9060;1524;3067;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:55;9;15;50;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:55;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:55;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:55;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:55;9306;1565;3149;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:55;3657;623;1266;Yes
Xavier Hervas;Ecuador;Azuay;01/01/2021 14:55;90;29;77;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:55;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:56;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:56;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:56;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:56;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:56;0;14;47;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:56;90;29;77;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 14:56;9060;1524;3067;No
Andrés Arauz;Ecuador;Sucumbios;01/01/2021 14:56;54;23;65;No
Guillermo Lasso;Ecuador;Cañar;01/01/2021 14:56;906;165;349;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:56;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:57;4905;831;1682;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:57;9555;1606;3232;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:57;957;173;366;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 14:57;9;15;50;Yes
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:57;10059;1690;3400;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 14:57;1002;181;381;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:57;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:57;864;158;335;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 14:58;9060;1524;3067;Yes
Yaku Pérez;Ecuador;Guayas;01/01/2021 14:58;96;30;79;No
Guillermo Lasso;Ecuador;Guayas;01/01/2021 14:58;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:58;9555;1606;3232;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:59;9555;1606;3232;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 14:59;78;27;73;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 14:59;9306;1565;3149;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 14:59;10062;1691;3401;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 15:00;933;169;358;No
Lucio Guitérrez;Ecuador;Guayas;01/01/2021 15:00;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 15:00;93;29;78;No
Xavier Hervas;Ecuador;Pichincha;01/01/2021 15:00;96;30;79;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 15:00;9306;1565;3149;No
Guillermo Lasso;Ecuador;Tungurahua;01/01/2021 15:00;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 15:00;4959;840;1700;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 15:00;366;75;169;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 15:01;9555;1606;3232;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 15:01;933;169;358;No
Guillermo Lasso;Ecuador;Tungurahua;01/01/2021 15:01;933;169;358;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 15:01;225;51;122;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 15:02;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 15:02;933;169;358;Yes
Yaku Pérez;Ecuador;Azuay;01/01/2021 15:02;93;29;78;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 15:02;933;169;358;No
Yaku Pérez;Ecuador;Pichincha;01/01/2021 15:02;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;01/01/2021 15:02;906;165;349;No
Andrés Arauz;Ecuador;Manabí;01/01/2021 15:02;36;20;59;No
Andrés Arauz;Ecuador;Pichincha;01/01/2021 15:02;6;15;49;No
Andrés Arauz;Ecuador;Azuay;01/01/2021 15:02;957;173;366;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 15:02;78;27;73;No
Guillermo Lasso;Ecuador;Azuay;01/01/2021 15:02;93;29;78;No
Andrés Arauz;Ecuador;Tungurahua;01/01/2021 15:02;933;169;358;No
Yaku Pérez;Ecuador;Azuay;01/01/2021 15:02;93;29;78;No
Andrés Arauz;Ecuador;Guayas;01/01/2021 15:02;96;30;79;No
